entry,user,timestamp,xcoordinate,ycoordinate
191,2,7/9/2017 16:40,0.911990283,0.800239851
192,2,6/15/2017 0:21,0.915181015,0.811257382
193,2,7/10/2017 17:12,0.907278445,0.787785767
194,13,5/5/2017 13:16,0.905101167,0.801877057
195,13,7/10/2017 12:02,0.892025736,0.80617173
196,13,7/9/2017 16:37,0.912223932,0.798749802
197,13,6/15/2017 0:24,0.889818263,0.801584986
198,13,7/10/2017 17:09,0.886479903,0.819937372
199,39,5/14/2017 14:08,0.898963178,0.809980506
200,39,6/24/2017 11:51,0.90030546,0.787404646
201,39,6/24/2017 20:44,0.884538478,0.808195143
202,39,5/20/2017 9:42,0.895758664,0.788320053
203,39,6/10/2017 22:43,0.918212916,0.801233197
204,39,5/27/2017 14:49,0.897130716,0.785452549
205,39,5/20/2017 13:48,0.90280513,0.800293182
206,39,5/21/2017 18:38,0.891931468,0.789540996
207,1,5/14/2017 14:09,0.890918765,0.808346997
208,1,6/24/2017 11:53,0.90230676,0.812527978
209,1,6/24/2017 20:45,0.906473925,0.79595465
210,1,5/20/2017 9:44,0.894960234,0.794332396
211,1,6/10/2017 22:43,0.904316267,0.793965414
212,1,5/27/2017 14:49,0.903312102,0.809913473
213,1,5/20/2017 13:49,0.895873049,0.808690104
214,1,5/21/2017 18:42,0.893869752,0.786980565
215,2,5/14/2017 14:12,0.901345334,0.805829683
216,2,6/24/2017 11:55,0.895012406,0.793875871
217,2,6/24/2017 20:45,0.901724169,0.787773421
218,2,5/20/2017 9:45,0.888901118,0.791122402
219,2,6/10/2017 22:47,0.911643866,0.782545196
220,2,5/27/2017 14:50,0.909004927,0.790534857
221,2,5/20/2017 13:50,0.896466466,0.783062079
222,2,5/21/2017 18:41,0.90220264,0.794706314
223,43,5/14/2017 14:09,0.91361536,0.816962515
224,43,6/24/2017 11:51,0.908458053,0.789464692
225,43,6/24/2017 20:45,0.894764881,0.80046819
226,43,5/20/2017 9:42,0.917262369,0.810553698
227,43,6/10/2017 22:43,0.921064068,0.804008269
228,43,5/27/2017 14:49,0.920171163,0.799857347
229,43,5/20/2017 13:52,0.908859432,0.80631988
230,43,5/21/2017 18:38,0.890261286,0.801435701
231,28,6/23/2017 0:58,0.910772769,0.8034218
232,28,7/5/2017 15:34,0.904100889,0.779271474
233,28,7/8/2017 14:46,0.906811484,0.801764341
234,48,6/23/2017 1:02,0.909771945,0.793470452
235,48,7/5/2017 15:37,0.892163987,0.792586378
236,48,7/8/2017 14:48,0.909483455,0.80904493
237,22,6/23/2017 1:02,0.902440773,0.793593575
238,22,7/5/2017 15:38,0.888818974,0.800118107
239,22,7/8/2017 14:49,0.889094274,0.801833777
240,6,6/23/2017 0:58,0.907120907,0.796295936
241,6,7/5/2017 15:35,0.906824492,0.792046098
242,6,7/8/2017 14:48,0.890832544,0.783131493
243,49,7/20/2017 12:12,0.899384867,0.796527637
244,49,6/20/2017 23:00,0.898879079,0.78811959
245,49,6/27/2017 19:25,0.900388991,0.792949528
246,49,6/10/2017 4:18,0.909806127,0.807529693
247,49,7/21/2017 13:11,0.897231951,0.772994631
248,49,7/11/2017 2:00,0.909619673,0.800316193
249,49,6/25/2017 18:21,0.895401852,0.810333306
250,1,7/20/2017 12:14,0.890607246,0.802152276
251,1,6/20/2017 23:01,0.907674454,0.784240005
252,1,6/27/2017 19:29,0.884462941,0.781952742
253,1,6/10/2017 4:19,0.895403772,0.783440172
254,1,7/21/2017 13:12,0.898553679,0.803511971
255,1,7/11/2017 2:04,0.915344799,0.798951702
256,1,6/25/2017 18:24,0.893955739,0.801611529
257,99,7/20/2017 12:13,0.91805469,0.806828957
258,99,6/20/2017 23:01,0.901199833,0.79382954
259,99,6/27/2017 19:26,0.905801829,0.795279357
260,99,6/10/2017 4:19,0.898697852,0.814492865
261,99,7/21/2017 13:13,0.907247912,0.791626016
262,99,7/11/2017 2:00,0.898305844,0.783762651
263,99,6/25/2017 18:22,0.889020766,0.808091834
264,46,7/20/2017 12:15,0.90830972,0.795667809
265,46,6/20/2017 23:01,0.89386645,0.795472102
266,46,6/27/2017 19:26,0.893864726,0.788069335
267,46,6/10/2017 4:19,0.89484314,0.792625091
268,46,7/21/2017 13:14,0.923853866,0.827001739
269,46,7/11/2017 2:01,0.923350221,0.798353948
270,46,6/25/2017 18:24,0.904056256,0.79164894
271,67,7/20/2017 12:13,0.888737453,0.795423308
272,67,6/20/2017 23:02,0.917911572,0.802482544
273,67,6/27/2017 19:28,0.897489795,0.797625303
274,67,6/10/2017 4:20,0.914088119,0.781901297
275,67,7/21/2017 13:12,0.886250943,0.789245159
276,67,7/11/2017 2:04,0.899359064,0.795273836
277,67,6/25/2017 18:24,0.893342749,0.794252172
278,52,7/20/2017 12:13,0.898685346,0.806664143
279,52,6/20/2017 23:03,0.879059687,0.813603708
280,52,6/27/2017 19:27,0.899071739,0.793202695
281,52,6/10/2017 4:21,0.911916917,0.796916713
282,52,7/21/2017 13:13,0.911553137,0.794975205
283,52,7/11/2017 2:02,0.924405648,0.784169086
284,52,6/25/2017 18:22,0.903703731,0.786305615
285,62,7/20/2017 12:12,0.914299157,0.818522416
286,62,6/20/2017 23:00,0.921711769,0.796273698
287,62,6/27/2017 19:26,0.90827624,0.794411311
288,62,6/10/2017 4:19,0.896246304,0.817489919
289,62,7/21/2017 13:14,0.899164345,0.784743944
290,62,7/11/2017 2:02,0.896581558,0.784803901
291,62,6/25/2017 18:22,0.90057352,0.799395924
292,4,6/19/2017 19:59,0.898993592,0.810502906
293,4,6/25/2017 6:08,0.894284883,0.786037537
294,32,6/19/2017 19:59,0.910394201,0.789887339
295,32,6/25/2017 6:11,0.918446816,0.801964743
296,2,6/19/2017 20:01,0.895600092,0.803048872
297,2,6/25/2017 6:08,0.901775978,0.784427183
298,3,6/19/2017 20:03,0.92698556,0.80971527
299,3,6/25/2017 6:09,0.896874797,0.806017123
300,11,6/19/2017 20:03,0.917033246,0.800334396
301,11,6/25/2017 6:09,0.896315746,0.791014917
302,46,6/19/2017 19:59,0.900227934,0.794057089
303,46,6/25/2017 6:09,0.910276491,0.806285726
304,47,6/19/2017 20:00,0.892392245,0.795194037
305,47,6/25/2017 6:10,0.902116488,0.793520183
306,43,6/19/2017 19:59,0.903974113,0.800318906
307,43,6/25/2017 6:09,0.909154381,0.786533776
308,18,6/19/2017 20:02,0.900079666,0.787173104
309,18,6/25/2017 6:09,0.904273955,0.796557323
310,78,6/19/2017 19:59,0.914681448,0.809287628
311,78,6/25/2017 6:08,0.897590557,0.807764514
312,24,6/19/2017 20:03,0.917959254,0.816703075
313,24,6/25/2017 6:09,0.913876216,0.790799784
314,75,6/19/2017 19:59,0.874896962,0.783914827
315,75,6/25/2017 6:08,0.904181701,0.804120643
316,60,6/19/2017 20:03,0.894837207,0.79519241
317,60,6/25/2017 6:11,0.903803727,0.783991707
318,31,6/19/2017 20:02,0.907411751,0.793019756
319,31,6/25/2017 6:12,0.903326905,0.800396723
320,60,7/14/2017 9:25,0.912260216,0.80331932
321,51,7/14/2017 9:25,0.896524671,0.807037787
322,4,7/14/2017 9:26,0.883632936,0.789852016
323,4,7/24/2017 3:29,0.899414541,0.801073482
324,4,6/6/2017 11:55,0.907705833,0.783131633
325,4,5/25/2017 3:08,0.925561078,0.794872288
326,4,5/10/2017 19:36,0.900328796,0.790167947
327,4,6/2/2017 10:28,0.894196307,0.81558391
328,4,6/15/2017 0:23,0.904347482,0.791790785
329,4,5/26/2017 7:50,0.902334391,0.809484415
330,4,5/15/2017 8:28,0.905600849,0.793305258
331,4,7/11/2017 21:53,0.887321817,0.799707852
332,32,7/24/2017 3:30,0.901028679,0.789058227
333,32,6/6/2017 11:59,0.907516316,0.791289714
334,32,5/25/2017 3:10,0.918850227,0.789079176
335,32,5/10/2017 19:36,0.888339467,0.815499123
336,32,6/2/2017 10:31,0.911028082,0.796801371
337,32,6/15/2017 0:24,0.909202122,0.777879727
338,32,5/26/2017 7:50,0.885132482,0.788253337
339,32,5/15/2017 8:30,0.908174759,0.799537068
340,32,7/11/2017 21:56,0.887837407,0.791474381
341,2,7/24/2017 3:33,0.915933659,0.796184247
342,2,6/6/2017 11:59,0.907353039,0.810624909
343,2,5/25/2017 3:09,0.888952265,0.788526
344,2,5/10/2017 19:38,0.905281905,0.806888058
345,2,6/2/2017 10:32,0.897568466,0.794153953
346,2,6/15/2017 0:26,0.905643142,0.808661924
347,2,5/26/2017 7:53,0.907938986,0.802269799
348,2,5/15/2017 8:30,0.910925565,0.780244429
349,2,7/11/2017 21:56,0.897234787,0.800230193
350,3,7/24/2017 3:30,0.88500175,0.802270876
351,3,6/6/2017 11:58,0.909321823,0.799249261
352,3,5/25/2017 3:09,0.887610825,0.805277198
353,3,5/10/2017 19:37,0.902397628,0.795034648
354,3,6/2/2017 10:29,0.907838312,0.805894972
355,3,6/15/2017 0:24,0.913125911,0.815749555
356,3,5/26/2017 7:50,0.895848425,0.768317981
357,3,5/15/2017 8:32,0.892314036,0.800943124
358,3,7/11/2017 21:56,0.90025848,0.809147095
359,11,7/24/2017 3:29,0.896466367,0.793640992
360,11,6/6/2017 11:55,0.903361524,0.800210472
361,11,5/25/2017 3:08,0.895680831,0.801841126
362,11,5/10/2017 19:38,0.894453599,0.791244487
363,11,6/2/2017 10:28,0.919658856,0.790363501
364,11,6/15/2017 0:24,0.897925013,0.787084191
365,11,5/26/2017 7:51,0.885508742,0.790844405
366,11,5/15/2017 8:31,0.923461458,0.792738841
367,11,7/11/2017 21:55,0.882658425,0.81038313
368,46,7/24/2017 3:32,0.89688259,0.786526888
369,46,6/6/2017 11:57,0.889489524,0.785019571
370,46,5/25/2017 3:10,0.908729303,0.789235864
371,46,5/10/2017 19:37,0.874103727,0.791309285
372,46,6/2/2017 10:32,0.908176429,0.774135251
373,46,6/15/2017 0:27,0.885530954,0.794900974
374,46,5/26/2017 7:54,0.891915428,0.805077757
375,46,5/15/2017 8:28,0.914561031,0.798158084
376,46,7/11/2017 21:54,0.882677482,0.823744582
377,47,7/24/2017 3:33,0.906305816,0.774837095
378,47,6/6/2017 11:58,0.886158159,0.795068802
379,47,5/25/2017 3:10,0.921294987,0.813906198
380,47,5/10/2017 19:40,0.899113432,0.786720741
381,47,6/2/2017 10:28,0.909519711,0.795811696
382,47,6/15/2017 0:27,0.894797827,0.817473584
383,47,5/26/2017 7:52,0.904643557,0.807519819
384,47,5/15/2017 8:30,0.893120288,0.787369062
385,47,7/11/2017 21:57,0.913811297,0.796491738
386,43,7/24/2017 3:31,0.912611826,0.78520791
387,43,6/6/2017 11:55,0.90748102,0.804770825
388,43,5/25/2017 3:09,0.909691324,0.813512657
389,43,5/10/2017 19:38,0.896632866,0.78327885
390,43,6/2/2017 10:31,0.896530027,0.809213969
391,43,6/15/2017 0:26,0.909796843,0.808283148
392,43,5/26/2017 7:53,0.917533457,0.796677684
393,43,5/15/2017 8:30,0.882312429,0.807629945
394,43,7/11/2017 21:54,0.895200627,0.805492747
395,18,7/24/2017 3:30,0.898367539,0.803018729
396,18,6/6/2017 11:56,0.8989176,0.784469707
397,18,5/25/2017 3:11,0.884221592,0.808999997
398,18,5/10/2017 19:36,0.902443422,0.791656238
399,18,6/2/2017 10:32,0.908890889,0.804570674
400,18,6/15/2017 0:24,0.907718534,0.810072158
401,18,5/26/2017 7:52,0.89532317,0.798587252
402,18,5/15/2017 8:32,0.896882964,0.788222333
403,18,7/11/2017 21:54,0.889561788,0.780839005
404,78,7/24/2017 3:32,0.869413373,0.797066905
405,78,6/6/2017 11:58,0.898770915,0.789378245
406,78,5/25/2017 3:10,0.89210662,0.794736842
407,78,5/10/2017 19:38,0.903037432,0.806418012
408,78,6/2/2017 10:32,0.917872431,0.80021124
409,78,6/15/2017 0:24,0.89771841,0.797740082
410,78,5/26/2017 7:52,0.911738867,0.806544017
411,78,5/15/2017 8:32,0.912741523,0.810558492
412,78,7/11/2017 21:55,0.892325247,0.798837434
413,24,7/24/2017 3:30,0.891005974,0.807811564
414,24,6/6/2017 11:57,0.901788474,0.788831253
415,24,5/25/2017 3:09,0.901982011,0.770413316
416,24,5/10/2017 19:38,0.913009628,0.805158944
417,24,6/2/2017 10:32,0.887256915,0.808632679
418,24,6/15/2017 0:24,0.89138811,0.790239076
419,24,5/26/2017 7:51,0.900121918,0.805661224
420,24,5/15/2017 8:31,0.909776019,0.818316571
421,24,7/11/2017 21:54,0.904632916,0.809537848
422,75,7/24/2017 3:33,0.886972579,0.807683084
423,75,6/6/2017 11:55,0.884531906,0.812695285
424,75,5/25/2017 3:08,0.90131354,0.811703078
425,75,5/10/2017 19:40,0.894746692,0.784883293
426,75,6/2/2017 10:28,0.884308448,0.790088977
427,75,6/15/2017 0:26,0.925329642,0.817106238
428,75,5/26/2017 7:52,0.889416822,0.804114759
429,75,5/15/2017 8:32,0.909428391,0.816527358
430,75,7/11/2017 21:57,0.905103461,0.789809892
431,60,7/24/2017 3:30,0.922294077,0.785428742
432,60,6/6/2017 11:58,0.88107127,0.798098131
433,60,5/25/2017 3:11,0.903670695,0.779556706
434,60,5/10/2017 19:40,0.907840845,0.796505071
435,60,6/2/2017 10:30,0.891580737,0.787401608
436,60,6/15/2017 0:25,0.882478897,0.803551761
437,60,5/26/2017 7:52,0.912873262,0.80515725
438,60,5/15/2017 8:32,0.902302917,0.791610392
439,60,7/11/2017 21:56,0.906463715,0.810792383
440,31,7/24/2017 3:32,0.909709116,0.783871706
441,31,6/6/2017 11:57,0.892753925,0.798601974
442,31,5/25/2017 3:09,0.905446555,0.79686871
443,31,5/10/2017 19:39,0.883311103,0.772125167
444,31,6/2/2017 10:28,0.900074838,0.797712833
445,31,6/15/2017 0:24,0.905270146,0.793211118
446,31,5/26/2017 7:54,0.889729341,0.800358334
447,31,5/15/2017 8:30,0.904463581,0.792893011
448,31,7/11/2017 21:56,0.914487805,0.791121983
449,86,5/16/2017 12:31,0.921967042,0.782092364
450,86,5/6/2017 1:24,0.895760737,0.802868361
451,86,7/25/2017 18:43,0.888147737,0.810696702
452,86,5/24/2017 4:22,0.903335381,0.802495704
453,86,6/18/2017 13:26,0.897075798,0.800134635
454,86,6/21/2017 14:24,0.894015671,0.794426333
455,21,5/16/2017 12:33,0.88752565,0.798825565
456,21,5/6/2017 1:25,0.901192989,0.806475295
457,21,7/25/2017 18:47,0.886936732,0.818507693
458,21,5/24/2017 4:26,0.885363347,0.802073499
459,21,6/18/2017 13:26,0.881470937,0.802697647
460,21,6/21/2017 14:27,0.904284409,0.787031029
461,45,5/16/2017 12:35,0.893394379,0.78257568
462,45,5/6/2017 1:25,0.905985967,0.790873578
463,45,7/25/2017 18:44,0.89217638,0.796464668
464,45,5/24/2017 4:24,0.896823529,0.785246273
465,45,6/18/2017 13:28,0.896188519,0.819360179
466,45,6/21/2017 14:28,0.908005044,0.7938447
467,12,7/30/2017 3:04,0.891306648,0.783078815
468,12,7/11/2017 15:42,0.898372827,0.801815542
469,12,6/30/2017 10:29,0.887654391,0.799756081
470,8,7/30/2017 3:08,0.897867484,0.796589048
471,8,7/11/2017 15:42,0.889115068,0.782167445
472,8,6/30/2017 10:30,0.90579689,0.791622331
473,9,7/30/2017 3:04,0.88934584,0.803616023
474,9,7/11/2017 15:42,0.912647684,0.787200553
475,9,6/30/2017 10:29,0.903193957,0.798247854
476,37,7/30/2017 3:06,0.908912391,0.79744221
477,37,7/11/2017 15:43,0.884734211,0.802484461
478,37,6/30/2017 10:29,0.903715306,0.784168663
479,86,7/2/2017 20:04,0.905858075,0.79087507
480,86,7/29/2017 14:47,0.901403347,0.796302506
481,21,7/2/2017 20:06,0.883592418,0.805333213
482,21,7/29/2017 14:47,0.907267774,0.798918741
483,45,7/2/2017 20:04,0.895752469,0.81234796
484,45,7/29/2017 14:51,0.892599894,0.783650273
485,49,5/13/2017 1:08,0.890265082,0.796587086
486,49,5/13/2017 20:49,0.907164405,0.793707343
487,49,7/27/2017 6:45,0.901636487,0.784851056
488,49,5/2/2017 0:54,0.897318673,0.803057427
489,49,7/31/2017 23:16,0.922518604,0.803457745
490,49,5/1/2017 7:06,0.88996056,0.803360803
491,49,7/29/2017 5:20,0.901226346,0.816729638
492,49,5/17/2017 0:19,0.902183721,0.802625358
493,49,7/20/2017 23:02,0.903576662,0.799885485
494,1,5/13/2017 1:09,0.897256753,0.81829965
495,1,5/13/2017 20:53,0.902953377,0.80921334
496,1,7/27/2017 6:46,0.889460602,0.805583239
497,1,5/2/2017 0:54,0.89518628,0.797357417
498,1,7/31/2017 23:20,0.898851605,0.804670562
499,1,5/1/2017 7:08,0.898375713,0.80896705
500,1,7/29/2017 5:20,0.8935259,0.808866532
501,1,5/17/2017 0:23,0.89411266,0.796733595
502,1,7/20/2017 23:03,0.900355291,0.777335046
503,99,5/13/2017 1:12,0.898445593,0.799474934
504,99,5/13/2017 20:53,0.888650218,0.804209817
505,99,7/27/2017 6:48,0.920625,0.785568805
506,99,5/2/2017 0:55,0.895694585,0.787957267
507,99,7/31/2017 23:19,0.887042671,0.796361936
508,99,5/1/2017 7:07,0.899766142,0.783851225
509,99,7/29/2017 5:21,0.900330574,0.78132496
510,99,5/17/2017 0:23,0.901171913,0.806235447
511,99,7/20/2017 23:05,0.899827202,0.805693626
512,46,5/13/2017 1:09,0.898012453,0.806275638
513,46,5/13/2017 20:53,0.897822381,0.785335688
514,46,7/27/2017 6:46,0.900102251,0.796614131
515,46,5/2/2017 0:56,0.905780573,0.810924888
